herbarium	id	institutionCode	recordedBy	state	county	distance_km	status	implied_location	coordinates	catalogNumber	locality	record_link	COUNTRY	1000
UConn	3133267	UConn	Antoine Simon	Connecticut	Windham	89.03	outside_boundary_exact	not_found_in_US	40.846098,-72.09418	CONN00225452	Natchaug State Forest, along Natchaug River; 41.84 72.09	https://lichenportal.org/portal/collections/individual/index.php?occid=3133267	COUNTRY	1000
ASU	111954	ASU	T.H. Nash III	Connecticut	Fairfield	86.53	outside_boundary_exact	not_found_in_US	41.3,-72	NA	Groton Long Point	https://lichenportal.org/portal/collections/individual/index.php?occid=111954	COUNTRY	1000
ASU	94161	ASU	T.H. Nash III	Connecticut	Fairfield	86.53	outside_boundary_exact	not_found_in_US	41.3,-72	NA	Groton Long Point	https://lichenportal.org/portal/collections/individual/index.php?occid=94161	COUNTRY	1000
UConn	1467960	UConn	Bernard Goffinet	Connecticut	Windham	45.67	outside_boundary_exact	not_found_in_US	41.25,-72.183333	CONN01002657	Town of Windham. E of North Windham, W of Windham airport, SSW of Mansfield Hollow Dam Mansfield Hollow State Park. Off bicycle path, near dam.	https://lichenportal.org/portal/collections/individual/index.php?occid=1467960	COUNTRY	1000
PH	1724674	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00089809	Ellsworth.	https://lichenportal.org/portal/collections/individual/index.php?occid=1724674	COUNTRY	1000
PH	1777592	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00107145	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1777592	COUNTRY	1000
PH	1778399	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00107955	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1778399	COUNTRY	1000
PH	1795113	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00115439	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1795113	COUNTRY	1000
PH	1795315	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00115641	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1795315	COUNTRY	1000
PH	1796138	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00116465	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1796138	COUNTRY	1000
PH	1796285	PH	Henry A. Green	Connecticut	Ellslworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00116611	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1796285	COUNTRY	1000
PH	1796318	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00116643	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1796318	COUNTRY	1000
PH	1796320	PH	John W. Eckfeldt	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00116645	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1796320	COUNTRY	1000
PH	1796643	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00116969	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1796643	COUNTRY	1000
PH	1797071	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00117395	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1797071	COUNTRY	1000
PH	1830598	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00145892	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1830598	COUNTRY	1000
PH	1830828	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00145890	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1830828	COUNTRY	1000
PH	1830951	PH	Francis Harper	Connecticut	Berkshire	NA	county_not_matched_no_match	county_not_matched	42.057465,-73.356364	PH00146245	1 mi. w. of Ashley Falls, Bartholomew's Cobble	https://lichenportal.org/portal/collections/individual/index.php?occid=1830951	COUNTRY	1000
PH	1831209	PH	Henry A. Green	Connecticut	Ellsworth	NA	county_not_matched_no_match	county_not_matched	41.830094,-73.427066	PH00146011	Ellsworth	https://lichenportal.org/portal/collections/individual/index.php?occid=1831209	COUNTRY	1000
PH	1831714	PH	Francis Harper	Connecticut	Berkshire	NA	county_not_matched_no_match	county_not_matched	42.057465,-73.356364	PH00146563	1 mi. w. of Ashley Falls, Bartholomew's Cobble	https://lichenportal.org/portal/collections/individual/index.php?occid=1831714	COUNTRY	1000
SFSU	2679992	SFSU	T. H. Nash III	Connecticut	Waterford	NA	county_not_matched_no_match	county_not_matched	41.3833333,-72.1	SFSU-L-000685	Quaker Hill, 1 mile north Connecticut College	https://lichenportal.org/portal/collections/individual/index.php?occid=2679992	COUNTRY	1000
